Index,Weight,Weight-Category,Type
synImage2384,42.18,40-45,Digital
synImage2385,41.14,40-45,Digital
synImage2386,101.16,100-105,Digital
synImage2387,44.71,40-45,Digital
synImage2388,68.07,65-70,Digital
synImage2389,53.63,50-55,Digital
synImage2390,47.17,45-50,Digital
synImage2391,67.08,65-70,Digital
synImage2392,99.18,95-100,Digital
synImage2393,55.11,55-60,Digital
synImage2394,68.96,65-70,Digital
synImage2395,94.11,90-95,Digital
synImage2396,82.15,80-85,Digital
synImage2397,89.31,85-90,Digital
synImage2398,86.33,85-90,Digital
synImage2399,80.32,80-85,Digital
synImage2400,52.02,50-55,Digital
synImage2401,58.76,55-60,Digital
synImage2402,106.20,105-110,Digital
synImage2403,88.39,85-90,Digital
synImage2404,75.82,75-80,Digital
synImage2405,57.10,55-60,Digital
synImage2406,64.48,60-65,Digital
synImage2407,61.38,60-65,Digital
synImage2408,69.82,65-70,Digital
synImage2409,65.07,65-70,Digital
synImage2410,108.54,105-110,Digital
synImage2411,43.08,40-45,Digital
synImage2412,105.62,105-110,Digital
synImage2413,66.58,65-70,Digital
synImage2414,106.12,105-110,Digital
synImage2415,72.19,70-75,Digital
synImage2416,104.48,100-105,Digital
synImage2417,90.30,90-95,Digital
synImage2418,97.74,95-100,Digital
synImage2419,51.44,50-55,Digital
synImage2420,99.06,95-100,Digital
synImage2421,62.19,60-65,Digital
synImage2422,44.15,40-45,Digital
synImage2423,58.93,55-60,Digital
synImage2424,85.05,85-90,Digital
synImage2425,86.21,85-90,Digital
synImage2426,104.74,100-105,Digital
synImage2427,71.17,70-75,Digital
synImage2428,62.89,60-65,Digital
synImage2429,71.78,70-75,Digital
synImage2430,48.20,45-50,Digital
synImage2431,89.94,85-90,Digital
synImage2432,58.26,55-60,Digital
synImage2433,83.08,80-85,Digital
synImage2434,78.39,75-80,Digital
synImage2435,70.37,70-75,Digital
synImage2436,100.72,100-105,Digital
synImage2437,80.17,80-85,Digital
synImage2438,84.63,80-85,Digital
synImage2439,78.64,75-80,Digital
synImage2440,100.91,100-105,Digital
synImage2441,91.63,90-95,Digital
synImage2442,70.32,70-75,Digital
synImage2443,72.16,70-75,Digital
synImage2444,48.66,45-50,Digital
synImage2445,42.56,40-45,Digital
synImage2446,48.35,45-50,Digital
synImage2447,98.54,95-100,Digital
synImage2448,72.50,70-75,Digital
synImage2449,86.26,85-90,Digital
synImage2450,60.27,60-65,Digital
synImage2451,89.07,85-90,Digital
synImage2452,105.36,105-110,Digital
synImage2453,72.28,70-75,Digital
synImage2454,83.36,80-85,Digital
synImage2455,56.12,55-60,Digital
synImage2456,58.04,55-60,Digital
synImage2457,77.77,75-80,Digital
synImage2458,72.88,70-75,Digital
synImage2459,73.74,70-75,Digital
synImage2460,99.51,95-100,Digital
synImage2461,60.22,60-65,Digital
synImage2462,59.22,55-60,Digital
synImage2463,109.53,105-110,Digital
synImage2464,44.90,40-45,Digital
synImage2465,77.03,75-80,Digital
synImage2466,91.33,90-95,Digital
synImage2467,42.75,40-45,Digital
synImage2468,50.21,50-55,Digital
synImage2469,92.59,90-95,Digital
synImage2470,102.95,100-105,Digital
synImage2471,53.22,50-55,Digital
synImage2472,53.69,50-55,Digital
synImage2473,103.36,100-105,Digital
synImage2474,97.10,95-100,Digital
synImage2475,65.01,65-70,Digital
synImage2476,103.14,100-105,Digital
synImage2477,106.14,105-110,Digital
synImage2478,97.83,95-100,Digital
synImage2479,43.60,40-45,Digital
synImage2480,48.63,45-50,Digital
synImage2481,93.23,90-95,Digital
synImage2482,101.92,100-105,Digital
synImage2483,45.58,45-50,Digital
synImage2484,79.96,75-80,Digital
synImage2485,51.70,50-55,Digital
synImage2486,93.01,90-95,Digital
synImage2487,94.05,90-95,Digital
synImage2488,106.70,105-110,Digital
synImage2489,88.43,85-90,Digital
synImage2490,47.23,45-50,Digital
synImage2491,51.36,50-55,Digital
synImage2492,91.87,90-95,Digital
synImage2493,105.46,105-110,Digital
synImage2494,55.38,55-60,Digital
synImage2495,70.07,70-75,Digital
synImage2496,47.86,45-50,Digital
synImage2497,86.40,85-90,Digital
synImage2498,74.23,70-75,Digital
synImage2499,98.56,95-100,Digital
synImage2500,109.52,105-110,Digital
synImage2501,62.79,60-65,Digital
synImage2502,82.39,80-85,Digital
synImage2503,103.22,100-105,Digital
synImage2504,70.84,70-75,Digital
synImage2505,71.21,70-75,Digital
synImage2506,101.44,100-105,Digital
synImage2507,96.29,95-100,Digital
synImage2508,76.75,75-80,Digital
synImage2509,76.62,75-80,Digital
synImage2510,48.57,45-50,Digital
synImage2511,57.30,55-60,Digital
synImage2512,88.79,85-90,Digital
synImage2513,62.40,60-65,Digital
synImage2514,48.58,45-50,Digital
synImage2515,105.69,105-110,Digital
synImage2516,100.23,100-105,Digital
synImage2517,44.32,40-45,Digital
synImage2518,104.69,100-105,Digital
synImage2519,87.53,85-90,Digital
synImage2520,74.91,70-75,Digital
synImage2521,84.43,80-85,Digital
synImage2522,57.05,55-60,Digital
synImage2523,63.82,60-65,Digital
synImage2524,61.10,60-65,Digital
synImage2525,57.65,55-60,Digital
synImage2526,77.91,75-80,Digital
synImage2527,64.63,60-65,Digital
synImage2528,47.86,45-50,Digital
synImage2529,44.28,40-45,Digital
synImage2530,75.77,75-80,Digital
synImage2531,62.64,60-65,Digital
synImage2532,76.09,75-80,Digital
synImage2533,81.86,80-85,Digital
synImage2534,88.41,85-90,Digital
synImage2535,70.25,70-75,Digital
synImage2536,54.86,50-55,Digital
synImage2537,82.51,80-85,Digital
synImage2538,79.80,75-80,Digital
synImage2539,53.59,50-55,Digital
synImage2540,79.13,75-80,Digital
synImage2541,61.27,60-65,Digital
synImage2542,43.47,40-45,Digital
synImage2543,64.54,60-65,Digital
synImage2544,63.75,60-65,Digital
synImage2545,74.84,70-75,Digital
synImage2546,98.80,95-100,Digital
synImage2547,74.70,70-75,Digital
synImage2548,48.01,45-50,Digital
synImage2549,96.50,95-100,Digital
synImage2550,57.19,55-60,Digital
synImage2551,91.11,90-95,Digital
synImage2552,97.37,95-100,Digital
synImage2553,96.16,95-100,Digital
synImage2554,97.38,95-100,Digital
synImage2555,75.78,75-80,Digital
synImage2556,53.38,50-55,Digital
synImage2557,47.84,45-50,Digital
synImage2558,40.65,40-45,Digital
synImage2559,91.67,90-95,Digital
synImage2560,59.92,55-60,Digital
synImage2561,50.98,50-55,Digital
synImage2562,83.54,80-85,Digital
synImage2563,48.54,45-50,Digital
synImage2564,46.58,45-50,Digital
synImage2565,73.67,70-75,Digital
synImage2566,42.39,40-45,Digital
synImage2567,66.85,65-70,Digital
synImage2568,59.43,55-60,Digital
synImage2569,61.60,60-65,Digital
synImage2570,54.13,50-55,Digital
synImage2571,106.19,105-110,Digital
synImage2572,108.07,105-110,Digital
synImage2573,43.40,40-45,Digital
synImage2574,77.47,75-80,Digital
synImage2575,46.36,45-50,Digital
synImage2576,109.97,105-110,Digital
synImage2577,101.86,100-105,Digital
synImage2578,92.02,90-95,Digital
synImage2579,86.31,85-90,Digital
synImage2580,43.63,40-45,Digital
synImage2581,103.89,100-105,Digital
synImage2582,107.98,105-110,Digital
synImage2583,74.49,70-75,Digital
synImage2584,49.09,45-50,Digital
synImage2585,97.28,95-100,Digital
synImage2586,60.05,60-65,Digital
synImage2587,108.24,105-110,Digital
synImage2588,53.15,50-55,Digital
synImage2589,80.61,80-85,Digital
synImage2590,67.75,65-70,Digital
synImage2591,92.81,90-95,Digital
synImage2592,99.73,95-100,Digital
synImage2593,106.66,105-110,Digital
synImage2594,56.48,55-60,Digital
synImage2595,46.43,45-50,Digital
synImage2596,58.66,55-60,Digital
synImage2597,106.76,105-110,Digital
synImage2598,45.20,45-50,Digital
synImage2599,50.59,50-55,Digital
synImage2600,103.04,100-105,Digital
synImage2601,92.27,90-95,Digital
synImage2602,52.19,50-55,Digital
synImage2603,54.17,50-55,Digital
synImage2604,75.82,75-80,Digital
synImage2605,55.13,55-60,Digital
synImage2606,104.08,100-105,Digital
synImage2607,76.44,75-80,Digital
synImage2608,48.69,45-50,Digital
synImage2609,67.19,65-70,Digital
synImage2610,48.79,45-50,Digital
synImage2611,80.45,80-85,Digital
synImage2612,73.14,70-75,Digital
synImage2613,75.60,75-80,Digital
synImage2614,73.55,70-75,Digital
synImage2615,74.84,70-75,Digital
synImage2616,102.47,100-105,Digital
synImage2617,72.10,70-75,Digital
synImage2618,100.46,100-105,Digital
synImage2619,42.45,40-45,Digital
synImage2620,92.89,90-95,Digital
synImage2621,75.79,75-80,Digital
synImage2622,41.56,40-45,Digital
synImage2623,97.69,95-100,Digital
synImage2624,51.31,50-55,Digital
synImage2625,97.47,95-100,Digital
synImage2626,73.73,70-75,Digital
synImage2627,108.39,105-110,Digital
synImage2628,104.84,100-105,Digital
synImage2629,83.56,80-85,Digital
synImage2630,43.59,40-45,Digital
synImage2631,88.88,85-90,Digital
synImage2632,61.73,60-65,Digital
synImage2633,88.79,85-90,Digital
synImage2634,65.83,65-70,Digital
synImage2635,52.10,50-55,Digital
synImage2636,56.89,55-60,Digital
synImage2637,100.30,100-105,Digital
synImage2638,104.35,100-105,Digital
synImage2639,107.71,105-110,Digital
synImage2640,101.42,100-105,Digital
synImage2641,81.73,80-85,Digital
synImage2642,70.88,70-75,Digital
synImage2643,42.28,40-45,Digital
synImage2644,40.92,40-45,Digital
synImage2645,96.29,95-100,Digital
synImage2646,108.45,105-110,Digital
synImage2647,52.73,50-55,Digital
synImage2648,94.64,90-95,Digital
synImage2649,97.05,95-100,Digital
synImage2650,59.66,55-60,Digital
synImage2651,73.46,70-75,Digital
synImage2652,63.59,60-65,Digital
synImage2653,45.11,45-50,Digital
synImage2654,98.26,95-100,Digital
synImage2655,90.52,90-95,Digital
synImage2656,76.48,75-80,Digital
synImage2657,45.50,45-50,Digital
synImage2658,45.25,45-50,Digital
synImage2659,72.88,70-75,Digital
synImage2660,56.40,55-60,Digital
synImage2661,88.27,85-90,Digital
synImage2662,95.38,95-100,Digital
synImage2663,102.65,100-105,Digital
synImage2664,85.29,85-90,Digital
synImage2665,73.55,70-75,Digital
synImage2666,101.42,100-105,Digital
synImage2667,94.47,90-95,Digital
synImage2668,47.31,45-50,Digital
synImage2669,82.38,80-85,Digital
synImage2670,83.93,80-85,Digital
synImage2671,102.59,100-105,Digital
synImage2672,79.49,75-80,Digital
synImage2673,84.53,80-85,Digital
synImage2674,75.85,75-80,Digital
synImage2675,71.87,70-75,Digital
synImage2676,46.94,45-50,Digital
synImage2677,78.22,75-80,Digital
synImage2678,107.43,105-110,Digital
synImage2679,82.13,80-85,Digital
synImage2680,81.19,80-85,Digital
synImage2681,83.74,80-85,Digital
synImage2682,96.32,95-100,Digital
synImage2683,51.04,50-55,Digital
synImage2684,62.14,60-65,Digital
synImage2685,69.99,65-70,Digital
synImage2686,103.22,100-105,Digital
synImage2687,60.42,60-65,Digital
synImage2688,103.08,100-105,Digital
synImage2689,88.84,85-90,Digital
synImage2690,57.10,55-60,Digital
synImage2691,69.83,65-70,Digital
synImage2692,101.24,100-105,Digital
synImage2693,91.16,90-95,Digital
synImage2694,59.72,55-60,Digital
synImage2695,94.99,90-95,Digital
synImage2696,97.56,95-100,Digital
synImage2697,53.86,50-55,Digital
synImage2698,105.91,105-110,Digital
synImage2699,98.71,95-100,Digital
synImage2700,62.66,60-65,Digital
synImage2701,66.18,65-70,Digital
synImage2702,54.29,50-55,Digital
synImage2703,103.45,100-105,Digital
synImage2704,63.48,60-65,Digital
synImage2705,45.40,45-50,Digital
synImage2706,74.68,70-75,Digital
synImage2707,71.19,70-75,Digital
synImage2708,70.94,70-75,Digital
synImage2709,54.86,50-55,Digital
synImage2710,50.51,50-55,Digital
synImage2711,89.84,85-90,Digital
synImage2712,103.11,100-105,Digital
synImage2713,76.51,75-80,Digital
synImage2714,83.23,80-85,Digital
synImage2715,104.22,100-105,Digital
synImage2716,86.26,85-90,Digital
synImage2717,54.57,50-55,Digital
synImage2718,77.89,75-80,Digital
synImage2719,88.93,85-90,Digital
synImage2720,61.94,60-65,Digital
synImage2721,57.24,55-60,Digital
synImage2722,49.12,45-50,Digital
synImage2723,50.05,50-55,Digital
synImage2724,70.72,70-75,Digital
synImage2725,77.96,75-80,Digital
synImage2726,86.74,85-90,Digital
synImage2727,78.40,75-80,Digital
synImage2728,40.50,40-45,Digital
synImage2729,78.38,75-80,Digital
synImage2730,52.70,50-55,Digital
synImage2731,80.25,80-85,Digital
synImage2732,80.78,80-85,Digital
synImage2733,94.07,90-95,Digital
synImage2734,80.21,80-85,Digital
synImage2735,47.70,45-50,Digital
synImage2736,64.12,60-65,Digital
synImage2737,51.75,50-55,Digital
synImage2738,74.95,70-75,Digital
synImage2739,70.64,70-75,Digital
synImage2740,68.58,65-70,Digital
synImage2741,78.78,75-80,Digital
synImage2742,99.36,95-100,Digital
synImage2743,79.84,75-80,Digital
synImage2744,70.79,70-75,Digital
synImage2745,95.03,95-100,Digital
synImage2746,70.45,70-75,Digital
synImage2747,84.04,80-85,Digital
synImage2748,61.58,60-65,Digital
synImage2749,89.93,85-90,Digital
synImage2750,40.31,40-45,Digital
synImage2751,73.71,70-75,Digital
synImage2752,57.49,55-60,Digital
synImage2753,94.08,90-95,Digital
synImage2754,61.83,60-65,Digital
synImage2755,54.04,50-55,Digital
synImage2756,91.66,90-95,Digital
synImage2757,92.91,90-95,Digital
synImage2758,96.66,95-100,Digital
synImage2759,42.12,40-45,Digital
synImage2760,43.22,40-45,Digital
synImage2761,95.69,95-100,Digital
synImage2762,71.75,70-75,Digital
synImage2763,51.89,50-55,Digital
synImage2764,55.09,55-60,Digital
synImage2765,81.56,80-85,Digital
synImage2766,88.46,85-90,Digital
synImage2767,76.08,75-80,Digital
synImage2768,104.98,100-105,Digital
synImage2769,104.07,100-105,Digital
synImage2770,76.43,75-80,Digital
synImage2771,60.46,60-65,Digital
synImage2772,55.03,55-60,Digital
synImage2773,82.11,80-85,Digital
synImage2774,49.63,45-50,Digital
synImage2775,75.77,75-80,Digital
synImage2776,46.15,45-50,Digital
synImage2777,46.75,45-50,Digital
synImage2778,102.71,100-105,Digital
synImage2779,64.24,60-65,Digital
synImage2780,62.78,60-65,Digital
synImage2781,106.50,105-110,Digital
synImage2782,94.11,90-95,Digital
synImage2783,68.71,65-70,Digital
synImage2784,86.53,85-90,Digital
synImage2785,66.70,65-70,Digital
synImage2786,60.26,60-65,Digital
synImage2787,96.16,95-100,Digital
synImage2788,98.70,95-100,Digital
synImage2789,84.19,80-85,Digital
synImage2790,52.51,50-55,Digital
synImage2791,93.96,90-95,Digital
synImage2792,52.65,50-55,Digital
synImage2793,79.37,75-80,Digital
synImage2794,47.67,45-50,Digital
synImage2795,98.95,95-100,Digital
synImage2796,84.00,80-85,Digital
synImage2797,107.68,105-110,Digital
synImage2798,64.93,60-65,Digital
synImage2799,90.34,90-95,Digital
synImage2800,53.54,50-55,Digital
synImage2801,96.94,95-100,Digital
synImage2802,105.74,105-110,Digital
synImage2803,96.45,95-100,Digital
synImage2804,62.61,60-65,Digital
synImage2805,77.32,75-80,Digital
synImage2806,96.76,95-100,Digital
synImage2807,77.25,75-80,Digital
synImage2808,85.85,85-90,Digital
synImage2809,101.59,100-105,Digital
synImage2810,90.04,90-95,Digital
synImage2811,90.79,90-95,Digital
synImage2812,54.26,50-55,Digital
synImage2813,98.66,95-100,Digital
synImage2814,104.91,100-105,Digital
synImage2815,86.59,85-90,Digital
synImage2816,71.55,70-75,Digital
synImage2817,62.74,60-65,Digital
synImage2818,66.30,65-70,Digital
synImage2819,80.11,80-85,Digital
synImage2820,58.17,55-60,Digital
synImage2821,108.69,105-110,Digital
synImage2822,78.08,75-80,Digital
synImage2823,59.42,55-60,Digital
synImage2824,95.04,95-100,Digital
synImage2825,79.17,75-80,Digital
synImage2826,87.68,85-90,Digital
synImage2827,63.14,60-65,Digital
synImage2828,102.89,100-105,Digital
synImage2829,62.06,60-65,Digital
synImage2830,63.95,60-65,Digital
synImage2831,99.39,95-100,Digital
synImage2832,106.82,105-110,Digital
synImage2833,86.04,85-90,Digital
synImage2834,45.51,45-50,Digital
synImage2835,91.71,90-95,Digital
synImage2836,54.87,50-55,Digital
synImage2837,79.13,75-80,Digital
synImage2838,82.07,80-85,Digital
synImage2839,60.54,60-65,Digital
synImage2840,103.10,100-105,Digital
synImage2841,91.59,90-95,Digital
synImage2842,64.58,60-65,Digital
synImage2843,73.81,70-75,Digital
synImage2844,89.64,85-90,Digital
synImage2845,52.64,50-55,Digital
synImage2846,81.54,80-85,Digital
synImage2847,49.66,45-50,Digital
synImage2848,77.15,75-80,Digital
synImage2849,41.86,40-45,Digital
synImage2850,60.54,60-65,Digital
synImage2851,41.35,40-45,Digital
synImage2852,99.30,95-100,Digital
synImage2853,44.55,40-45,Digital
synImage2854,66.27,65-70,Digital
synImage2855,83.11,80-85,Digital
synImage2856,101.54,100-105,Digital
synImage2857,52.40,50-55,Digital
synImage2858,100.44,100-105,Digital
synImage2859,55.26,55-60,Digital
synImage2860,44.96,40-45,Digital
synImage2861,76.54,75-80,Digital
synImage2862,100.87,100-105,Digital
synImage2863,87.42,85-90,Digital
synImage2864,97.94,95-100,Digital
synImage2865,55.43,55-60,Digital
synImage2866,59.51,55-60,Digital
synImage2867,104.79,100-105,Digital
synImage2868,82.81,80-85,Digital
synImage2869,71.10,70-75,Digital
synImage2870,69.44,65-70,Digital
synImage2871,62.60,60-65,Digital
synImage2872,52.90,50-55,Digital
synImage2873,109.03,105-110,Digital
synImage2874,63.53,60-65,Digital
synImage2875,88.65,85-90,Digital
synImage2876,71.37,70-75,Digital
synImage2877,94.68,90-95,Digital
synImage2878,103.11,100-105,Digital
synImage2879,78.21,75-80,Digital
synImage2880,88.06,85-90,Digital
synImage2881,79.50,75-80,Digital
synImage2882,66.64,65-70,Digital
synImage2883,70.71,70-75,Digital
synImage2884,44.89,40-45,Digital
synImage2885,53.68,50-55,Digital
synImage2886,58.44,55-60,Digital
synImage2887,107.44,105-110,Digital
synImage2888,77.43,75-80,Digital
synImage2889,99.07,95-100,Digital
synImage2890,109.43,105-110,Digital
synImage2891,57.62,55-60,Digital
synImage2892,87.44,85-90,Digital
synImage2893,66.94,65-70,Digital
synImage2894,87.95,85-90,Digital
synImage2895,52.65,50-55,Digital
synImage2896,90.89,90-95,Digital
synImage2897,71.87,70-75,Digital
synImage2898,52.05,50-55,Digital
synImage2899,90.41,90-95,Digital
synImage2900,105.57,105-110,Digital
synImage2901,58.23,55-60,Digital
synImage2902,89.53,85-90,Digital
synImage2903,89.70,85-90,Digital
synImage2904,65.97,65-70,Digital
synImage2905,55.92,55-60,Digital
synImage2906,63.11,60-65,Digital
synImage2907,81.34,80-85,Digital
synImage2908,93.60,90-95,Digital
synImage2909,43.87,40-45,Digital
synImage2910,105.58,105-110,Digital
synImage2911,42.99,40-45,Digital
synImage2912,63.06,60-65,Digital
synImage2913,70.21,70-75,Digital
synImage2914,48.42,45-50,Digital
synImage2915,89.17,85-90,Digital
synImage2916,61.51,60-65,Digital
synImage2917,49.54,45-50,Digital
synImage2918,43.56,40-45,Digital
synImage2919,109.68,105-110,Digital
synImage2920,77.00,75-80,Digital
synImage2921,52.92,50-55,Digital
synImage2922,42.10,40-45,Digital
synImage2923,65.34,65-70,Digital
synImage2924,91.82,90-95,Digital
synImage2925,87.66,85-90,Digital
synImage2926,73.42,70-75,Digital
synImage2927,52.27,50-55,Digital
synImage2928,69.56,65-70,Digital
synImage2929,105.57,105-110,Digital
synImage2930,60.29,60-65,Digital
synImage2931,69.45,65-70,Digital
synImage2932,61.66,60-65,Digital
synImage2933,77.99,75-80,Digital
synImage2934,53.98,50-55,Digital
synImage2935,56.59,55-60,Digital
synImage2936,47.80,45-50,Digital
synImage2937,52.86,50-55,Digital
synImage2938,44.31,40-45,Digital
synImage2939,40.21,40-45,Digital
synImage2940,65.47,65-70,Digital
synImage2941,42.11,40-45,Digital
synImage2942,41.21,40-45,Digital
synImage2943,72.92,70-75,Digital
synImage2944,73.22,70-75,Digital
synImage2945,69.08,65-70,Digital
synImage2946,93.31,90-95,Digital
synImage2947,91.37,90-95,Digital
synImage2948,83.56,80-85,Digital
synImage2949,67.73,65-70,Digital
synImage2950,59.18,55-60,Digital
synImage2951,60.49,60-65,Digital
synImage2952,103.35,100-105,Digital
synImage2953,48.88,45-50,Digital
synImage2954,87.07,85-90,Digital
synImage2955,84.23,80-85,Digital
synImage2956,43.95,40-45,Digital
synImage2957,42.79,40-45,Digital
synImage2958,49.71,45-50,Digital
synImage2959,90.41,90-95,Digital
synImage2960,73.48,70-75,Digital
synImage2961,45.95,45-50,Digital
synImage2962,78.39,75-80,Digital
synImage2963,96.96,95-100,Digital
synImage2964,50.83,50-55,Digital
synImage2965,92.12,90-95,Digital
synImage2966,77.35,75-80,Digital
synImage2967,80.77,80-85,Digital
synImage2968,82.16,80-85,Digital
synImage2969,92.40,90-95,Digital
synImage2970,59.72,55-60,Digital
synImage2971,62.19,60-65,Digital
synImage2972,50.45,50-55,Digital
synImage2973,96.36,95-100,Digital
synImage2974,76.19,75-80,Digital
synImage2975,55.20,55-60,Digital
synImage2976,92.84,90-95,Digital
synImage2977,71.42,70-75,Digital
synImage2978,106.72,105-110,Digital
synImage2979,101.16,100-105,Digital
synImage2980,40.90,40-45,Digital
synImage2981,50.55,50-55,Digital
synImage2982,68.98,65-70,Digital
synImage2983,63.14,60-65,Digital
synImage2984,71.92,70-75,Digital
synImage2985,65.02,65-70,Digital
synImage2986,82.28,80-85,Digital
synImage2987,90.19,90-95,Digital
synImage2988,71.40,70-75,Digital
synImage2989,90.91,90-95,Digital
synImage2990,52.55,50-55,Digital
synImage2991,51.16,50-55,Digital
synImage2992,42.27,40-45,Digital
synImage2993,73.73,70-75,Digital
synImage2994,40.92,40-45,Digital
synImage2995,86.26,85-90,Digital
synImage2996,44.09,40-45,Digital
synImage2997,90.40,90-95,Digital
synImage2998,97.32,95-100,Digital
synImage2999,61.15,60-65,Digital
synImage3000,104.51,100-105,Digital
synImage3001,99.74,95-100,Digital
synImage3002,73.58,70-75,Digital
synImage3003,70.22,70-75,Digital
synImage3004,77.09,75-80,Digital
synImage3005,56.45,55-60,Digital
synImage3006,107.80,105-110,Digital
synImage3007,49.71,45-50,Digital
synImage3008,40.71,40-45,Digital
synImage3009,107.51,105-110,Digital
synImage3010,95.65,95-100,Digital
synImage3011,106.49,105-110,Digital
synImage3012,76.09,75-80,Digital
synImage3013,43.62,40-45,Digital
synImage3014,94.16,90-95,Digital
synImage3015,56.37,55-60,Digital
synImage3016,100.11,100-105,Digital
synImage3017,75.04,75-80,Digital
synImage3018,77.82,75-80,Digital
synImage3019,80.88,80-85,Digital
synImage3020,90.46,90-95,Digital
synImage3021,57.85,55-60,Digital
synImage3022,98.34,95-100,Digital
synImage3023,97.35,95-100,Digital
synImage3024,47.04,45-50,Digital
synImage3025,98.18,95-100,Digital
synImage3026,93.69,90-95,Digital
synImage3027,108.29,105-110,Digital
synImage3028,76.43,75-80,Digital
synImage3029,101.98,100-105,Digital
synImage3030,70.42,70-75,Digital
synImage3031,82.98,80-85,Digital
synImage3032,103.37,100-105,Digital
synImage3033,81.51,80-85,Digital
synImage3034,102.05,100-105,Digital
synImage3035,85.97,85-90,Digital
synImage3036,96.21,95-100,Digital
synImage3037,85.78,85-90,Digital
synImage3038,72.79,70-75,Digital
synImage3039,106.00,105-110,Digital
synImage3040,95.14,95-100,Digital
synImage3041,42.81,40-45,Digital
synImage3042,71.69,70-75,Digital
synImage3043,63.39,60-65,Digital
synImage3044,100.25,100-105,Digital
synImage3045,42.42,40-45,Digital
synImage3046,59.92,55-60,Digital
synImage3047,93.93,90-95,Digital
synImage3048,44.85,40-45,Digital
synImage3049,68.71,65-70,Digital
synImage3050,94.13,90-95,Digital
synImage3051,93.85,90-95,Digital
synImage3052,95.18,95-100,Digital
synImage3053,81.88,80-85,Digital
synImage3054,55.87,55-60,Digital
synImage3055,86.68,85-90,Digital
synImage3056,69.50,65-70,Digital
synImage3057,84.33,80-85,Digital
synImage3058,75.91,75-80,Digital
synImage3059,107.43,105-110,Digital
synImage3060,40.51,40-45,Digital
synImage3061,56.27,55-60,Digital
synImage3062,83.97,80-85,Digital
synImage3063,61.50,60-65,Digital
synImage3064,98.81,95-100,Digital
synImage3065,77.60,75-80,Digital
synImage3066,79.68,75-80,Digital
synImage3067,91.33,90-95,Digital
synImage3068,49.33,45-50,Digital
synImage3069,97.16,95-100,Digital
synImage3070,77.92,75-80,Digital
synImage3071,55.24,55-60,Digital
synImage3072,97.10,95-100,Digital
synImage3073,75.19,75-80,Digital
synImage3074,91.71,90-95,Digital
synImage3075,67.22,65-70,Digital
synImage3076,73.87,70-75,Digital
synImage3077,71.10,70-75,Digital
synImage3078,51.26,50-55,Digital
synImage3079,67.53,65-70,Digital
synImage3080,89.36,85-90,Digital
synImage3081,79.69,75-80,Digital
synImage3082,107.34,105-110,Digital
synImage3083,91.57,90-95,Digital
synImage3084,85.36,85-90,Digital
synImage3085,100.64,100-105,Digital
synImage3086,74.95,70-75,Digital
synImage3087,73.80,70-75,Digital
synImage3088,102.54,100-105,Digital
synImage3089,92.23,90-95,Digital
synImage3090,72.88,70-75,Digital
synImage3091,94.09,90-95,Digital
synImage3092,53.08,50-55,Digital
synImage3093,88.41,85-90,Digital
synImage3094,106.43,105-110,Digital
synImage3095,86.52,85-90,Digital
synImage3096,109.24,105-110,Digital
synImage3097,58.17,55-60,Digital
synImage3098,60.34,60-65,Digital
synImage3099,44.02,40-45,Digital
synImage3100,82.77,80-85,Digital
synImage3101,107.33,105-110,Digital
synImage3102,100.96,100-105,Digital
synImage3103,67.64,65-70,Digital
synImage3104,92.20,90-95,Digital
synImage3105,51.67,50-55,Digital
synImage3106,100.53,100-105,Digital
synImage3107,44.36,40-45,Digital
synImage3108,102.52,100-105,Digital
synImage3109,85.66,85-90,Digital
synImage3110,74.06,70-75,Digital
synImage3111,42.91,40-45,Digital
synImage3112,41.39,40-45,Digital
synImage3113,79.53,75-80,Digital
synImage3114,61.30,60-65,Digital
synImage3115,68.57,65-70,Digital
synImage3116,80.28,80-85,Digital
synImage3117,46.50,45-50,Digital
synImage3118,60.00,60-65,Digital
synImage3119,69.82,65-70,Digital
synImage3120,104.26,100-105,Digital
synImage3121,59.21,55-60,Digital
synImage3122,81.85,80-85,Digital
synImage3123,46.61,45-50,Digital
synImage3124,91.20,90-95,Digital
synImage3125,92.79,90-95,Digital
synImage3126,90.66,90-95,Digital
synImage3127,57.88,55-60,Digital
synImage3128,60.55,60-65,Digital
synImage3129,99.12,95-100,Digital
synImage3130,52.88,50-55,Digital
synImage3131,104.69,100-105,Digital
synImage3132,108.55,105-110,Digital
synImage3133,43.57,40-45,Digital
synImage3134,43.90,40-45,Digital
synImage3135,48.98,45-50,Digital
synImage3136,101.75,100-105,Digital
synImage3137,102.53,100-105,Digital
synImage3138,48.02,45-50,Digital
synImage3139,82.25,80-85,Digital
synImage3140,88.05,85-90,Digital
synImage3141,66.29,65-70,Digital
synImage3142,94.01,90-95,Digital
synImage3143,54.70,50-55,Digital
synImage3144,69.96,65-70,Digital
synImage3145,44.45,40-45,Digital
synImage3146,66.42,65-70,Digital
synImage3147,73.97,70-75,Digital
synImage3148,75.87,75-80,Digital
synImage3149,73.29,70-75,Digital
synImage3150,94.57,90-95,Digital
synImage3151,93.35,90-95,Digital
synImage3152,91.28,90-95,Digital
synImage3153,84.24,80-85,Digital
synImage3154,88.60,85-90,Digital
synImage3155,52.53,50-55,Digital
synImage3156,52.93,50-55,Digital
synImage3157,44.05,40-45,Digital
synImage3158,51.38,50-55,Digital
synImage3159,85.83,85-90,Digital
